Company,Rating,Type,Good Review,Bad Review
Zolo,3.4,Internet | Bengaluru +26 other locations,,
Inox Wind,3.7,Power | Noida +41 other locations,Job Security,"Promotions, Salary, Company Culture"
Vidal Health Insurance,3.6,Insurance | Bengaluru +38 other locations,,
General Motors,4.0,Automobile | Pune +35 other locations,,
Eicher Motors,4.1,Automobile | Indore +97 other locations,,
Sanmina Sci,4.1,Electronics Manufacturing | Chennai +16 other locations,"Company Culture, Work Life Balance, Work Satisfaction",Promotions
GUS Education India,3.1,Education & Training | Hyderabad +8 other locations,,
DFM Foods,4.0,FMCG | New Delhi +81 other locations,,
Scaler Academy,3.5,EdTech | Bengaluru +8 other locations,,
Gayatri Projects,3.9,Engineering & Construction | Hyderabad +72 other locations,,
FMC Corporation,3.9,Agro Chemicals | Bharuch +117 other locations,"Work Life Balance, Company Culture, Salary",Promotions
Micron Electricals,4.0,Engineering & Construction | Bengaluru +18 other locations,,
ThoughtSol Infotech Limited,4.6,IT Services & Consulting | New Delhi +20 other locations,,
Sterling,3.9,Healthcare | Mumbai +65 other locations,"Job Security, Salary",Promotions
Maini Precision Products,3.4,Auto Components | Bengaluru +11 other locations,,
NMDC Limited,4.1,Metals & Mining | Jagdalpur +41 other locations,"Work Life Balance, Salary, Work Satisfaction",Promotions
Utility Powertech,3.9,Power | New Delhi +93 other locations,Work Life Balance,"Job Security, Promotions, Skill Development"
National Australia Bank,3.0,Banking | Gurugram +9 other locations,,
Dusters Total Solutions Services,4.0,Facility Management Services | Bengaluru +65 other locations,Work Life Balance,Promotions
ExxonMobil,3.7,Oil & Gas | Bengaluru +38 other locations,"Salary, Work Life Balance","Promotions, Job Security"
Reliance Life Sciences,3.7,Clinical Research | Mumbai +35 other locations,Job Security,"Promotions, Work Satisfaction, Salary"
Insolutions Global,3.3,FinTech | Mumbai +20 other locations,Job Security,"Promotions, Salary, Company Culture"
Pierian Services,3.2,Management Consulting | Bengaluru +19 other locations,,
Bharat Gears,4.0,Auto Components | Faridabad +25 other locations,"Work Life Balance, Company Culture, Skill Development",Promotions
Zycus Infotech,2.5,Software Product | Mumbai +9 other locations,,
Maxgen Technologies,4.5,IT Services & Consulting | Pune +8 other locations,,
Aptus Value Housing Finance India,4.0,NBFC | Chennai +159 other locations,,
Head Field Solutions,4.3,Recruitment | Noida +6 other locations,,
Canon,4.0,Consumer Electronics & Appliances | Gurugram +67 other locations,"Company Culture, Work Life Balance, Work Satisfaction",Promotions
Vedanta Resources,3.6,Metals & Mining | Udaipur +53 other locations,"Salary, Job Security","Company Culture, Work Satisfaction, Work Life Balance"
Voya India,3.7,Financial Services | Bengaluru +13 other locations,Work Life Balance,"Promotions, Salary, Work Satisfaction"
Hafele,3.9,Furniture & Furnishing | Mumbai +44 other locations,"Company Culture, Work Life Balance, Job Security",Promotions
Adda 247,3.4,EdTech | Gurugram +24 other locations,,
Emaar India Limited,3.6,Real Estate | Gurugram +19 other locations,,
Spectrum Talent Management,3.6,Recruitment | Noida +88 other locations,,
Dr. Agarwal's Eye Hospital,3.7,Healthcare | Chennai +83 other locations,,
Mobikwik,3.4,FinTech | Gurugram +52 other locations,,
RMC Readymix,3.6,Building Material | Mumbai +67 other locations,,
5paisa Capital Ltd.,4.1,Financial Services | Mumbai +9 other locations,,
Dhani Healthcare,3.4,FinTech | Gurugram +81 other locations,,
Mecon,3.8,Metals & Mining | Ranchi +52 other locations,Work Life Balance,"Promotions, Job Security"
Cpf India,4.0,Food Processing | Bengaluru +59 other locations,"Work Life Balance, Job Security, Company Culture",Promotions
Tuaman Engineering,4.3,Engineering & Construction | Kolkata +38 other locations,,
Pitti Engineering,3.7,Industrial Machinery | Hyderabad +14 other locations,,
Suprajit Engineering,3.8,Auto Components | Bengaluru +39 other locations,"Job Security, Work Life Balance","Promotions, Salary"
Castrol,4.3,Petrochemicals | Mumbai +122 other locations,"Company Culture, Work Life Balance, Salary",Promotions
Insuremile,4.7,Internet | Bengaluru +16 other locations,,
Capital Business Systems,3.5,IT Services & Consulting | New Delhi +111 other locations,,
N.C.L. Industries,3.8,Building Material | Hyderabad +72 other locations,,
RSB Transmissions,3.9,Auto Components | Pune +25 other locations,"Work Life Balance, Job Security",Promotions
PC Solutions,4.3,IT Services & Consulting | New Delhi +17 other locations,,
CompuCom,3.8,IT Services & Consulting | Pune +7 other locations,Work Life Balance,"Promotions, Skill Development, Work Satisfaction"
Systra Consulting,4.0,Engineering & Construction | New Delhi +39 other locations,"Work Life Balance, Company Culture",Promotions
V.S.T Tillers Tractors,3.5,Industrial Machinery | Bengaluru +55 other locations,,
Chemplast Sanmar,3.4,Chemicals | Salem +20 other locations,,
Hamdard,3.9,FMCG | New Delhi +77 other locations,"Work Life Balance, Job Security, Salary",Promotions
Infiniti Research,3.3,Analytics & KPO | Bengaluru +8 other locations,,
Consero Global Solutions,3.0,Financial Services | Bengaluru +10 other locations,,
OutworX,3.5,IT Services & Consulting | Pune +41 other locations,,
Satyam Auto Components,3.8,Auto Components | Gurugram +28 other locations,Job Security,Promotions
Atomberg Technologies,3.8,Consumer Electronics & Appliances | Pune +69 other locations,Salary,"Promotions, Job Security"
Bharti Infratel,4.7,Telecom | Gurugram +68 other locations,,
S P Singla Constructions,3.4,Engineering & Construction | Patna +65 other locations,,
Vestige,4.3,Fitness & Wellness | New Delhi +113 other locations,,
RSM India,3.3,Accounting & Auditing | Mumbai +37 other locations,,
Uttar Pradesh Power Corporation,4.0,Power | Lucknow +88 other locations,,
CDK Global,3.8,IT Services & Consulting | Hyderabad +7 other locations,"Work Life Balance, Company Culture, Salary",Promotions
House Of Anita Dongre,3.9,Fashion & Textile | Mumbai +47 other locations,Work Life Balance,"Promotions, Job Security"
Wellness Forever Medicare,3.8,Retail | Mumbai +42 other locations,Skill Development,"Promotions, Salary"
Metro Group of Hospitals,3.8,Healthcare | New Delhi +32 other locations,,
SunTec Web Services,3.2,BPO | New Delhi +10 other locations,,
F1 Info Solutions and Services,3.6,IT Services & Consulting | Noida +47 other locations,,
Wockhardt Hospital,3.8,Healthcare | Mumbai +26 other locations,"Company Culture, Work Life Balance, Skill Development","Promotions, Salary"
Galaxy Surfactants,3.9,Chemicals | Mumbai +26 other locations,"Job Security, Skill Development, Company Culture","Promotions, Salary"
Kokilaben Dhirubhai Ambani Hospital,3.8,Healthcare | Mumbai +22 other locations,Skill Development,"Promotions, Salary"
Sheela Foam,4.0,Furniture & Furnishing | Noida +96 other locations,"Company Culture, Work Life Balance, Job Security",Promotions
Stylebaazar,4.0,Retail | Kolkata +99 other locations,,
DM Immigration Consultant,1.0,Other | Bengaluru +4 other locations,,
Coats,3.6,Fashion & Textile | Bengaluru +56 other locations,,
Williams Lea,3.6,BPO | Chennai +18 other locations,,
Metalman Auto,3.9,Auto Components | Chhatrapati Sambhajinagar +24 other locations,"Work Life Balance, Job Security, Skill Development",Promotions
Stock Holding Corporation of India,3.6,Financial Services | Mumbai +101 other locations,"Job Security, Work Life Balance","Promotions, Salary, Work Satisfaction"
India Private Driver,,Travel & Tourism | Pune +164 other locations,"Work Life Balance, Skill Development",Promotions
Statusneo,4.1,IT Services & Consulting | Gurugram +19 other locations,,
EC-Council,4.0,EdTech | Hyderabad +20 other locations,,
Metriqe Solutions,3.9,BPO | Chennai +6 other locations,,
Alight Solutions,3.2,IT Services & Consulting | Gurugram +14 other locations,,
Morepen Laboratories,3.8,Pharma | New Delhi +47 other locations,Work Life Balance,"Promotions, Skill Development"
Hitech Projects Limited,4.6,Engineering & Construction | Ahmedabad +8 other locations,,
Chaayos,3.3,Hospitality | New Delhi +21 other locations,,
Dalmia Bharat Group,3.8,Building Material | New Delhi +103 other locations,"Job Security, Salary",Promotions
JK Tech,3.8,IT Services & Consulting | Bengaluru +20 other locations,Work Life Balance,"Promotions, Job Security, Skill Development"
Webskitters,3.6,IT Services & Consulting | Kolkata +4 other locations,,
FinThrive,3.4,Analytics & KPO | New Delhi +10 other locations,,
Addverb Technologies,3.5,Industrial Automation | Noida +24 other locations,Salary,"Work Life Balance, Job Security, Company Culture"
BharatPe,3.4,FinTech | Gurugram +84 other locations,,
African Industries,4.0,Iron & Steel | Lagos +24 other locations,"Work Life Balance, Salary, Job Security",Promotions
Macquarie Group,3.1,Financial Services | Gurugram +17 other locations,,
Ramraj Cotton,4.1,Fashion & Textile | Tiruppur +52 other locations,"Company Culture, Job Security, Work Life Balance","Salary, Promotions"
TÜV Rheinland,4.1,"Testing, Inspection and Certification (TIC) | Bengaluru +68 other locations","Work Life Balance, Company Culture, Work Satisfaction",Promotions
CTS Consulting & Technical Support,3.7,Engineering & Construction | Chennai +31 other locations,,
Amar Ujala,3.8,Printing & Publishing | Noida +54 other locations,,
Lakme,4.2,Beauty & Personal Care | Mumbai +78 other locations,"Skill Development, Job Security, Work Life Balance",Promotions
Telenor,4.1,Telecom | Gurugram +114 other locations,,
Foray Software,3.5,IT Services & Consulting | Hyderabad +17 other locations,,
Jindal Power Limited,4.2,Power | Raigarh +39 other locations,,
Ge India Industrial,4.2,Industrial Machinery | Pune +23 other locations,"Company Culture, Job Security, Work Life Balance",Promotions
HSBC Global Banking and Markets,3.9,Banking | Bengaluru +15 other locations,"Job Security, Company Culture, Work Life Balance",Promotions
Hero Cycles,3.2,Automobile | Ludhiana +49 other locations,,
AT&T,3.7,Telecom | Bengaluru +19 other locations,Salary,Promotions
Walkaroo International,3.6,Fashion & Textile | Coimbatore +57 other locations,Job Security,"Promotions, Salary, Work Satisfaction"
Tradeshala,4.5,Education & Training | Bengaluru +8 other locations,,
Safari Industries India,4.0,Retail | Mumbai +76 other locations,"Work Life Balance, Company Culture, Salary",Promotions
Ascent Business Solutions,3.4,Healthcare | Nagpur +14 other locations,,
ACTE,4.6,Education & Training | Chennai +10 other locations,,
Ziqitza Health Care,3.8,Healthcare | Mumbai +60 other locations,Work Life Balance,"Promotions, Job Security"
Muthoot MCred,3.5,NBFC | Kochi +103 other locations,,
PEGATRON,3.9,Electronics Manufacturing | Chennai +13 other locations,Skill Development,"Promotions, Salary"
Vivanta by Taj,4.2,Hospitality | New Delhi +48 other locations,"Job Security, Skill Development, Company Culture",Promotions
LearningMate Solutions,2.9,EdTech | Mumbai +13 other locations,,
Axa XL,3.7,Insurance | Gurugram +6 other locations,"Work Life Balance, Job Security","Promotions, Skill Development, Salary"
Kalyani Technoforge,3.8,Auto Components | Pune +19 other locations,,
Great Learning,3.4,EdTech | Bengaluru +12 other locations,,
Micron Technology,3.7,Semiconductors | Hyderabad +16 other locations,,
ATS Infrastructure,4.1,Real Estate | Noida +12 other locations,,
CMR Green Technologies,3.5,Metals & Mining | Faridabad +36 other locations,,
Karvy Data Management Services,4.0,Analytics & KPO | Hyderabad +79 other locations,,
MindGate Solutions,3.1,IT Services & Consulting | Mumbai +10 other locations,,
BCG,3.6,Management Consulting | Gurugram +8 other locations,,
Alchemy Techsol India,3.4,IT Services & Consulting | Bengaluru +22 other locations,,
Akal Information Systems,4.4,Software Product | New Delhi +53 other locations,,
Kandhari Beverages,3.7,Beverage | Jammu +50 other locations,,
Hindusthan National Glass,3.8,Packaging | Bahadurgarh +23 other locations,,
MathCo,3.1,Analytics & KPO | Bengaluru +7 other locations,,
Mobile Programming,2.8,IT Services & Consulting | Bengaluru +23 other locations,,
Signature Global,3.8,Real Estate | Gurugram +14 other locations,,
OMICS International,2.5,Printing & Publishing | Hyderabad +6 other locations,,
ServiceNow,3.8,Software Product | Hyderabad +15 other locations,"Salary, Company Culture",Promotions
Nivea,4.1,Beauty & Personal Care | Mumbai +68 other locations,"Company Culture, Work Life Balance, Salary",Promotions
DiGibizz,,Mumbai +162 other locations,"Work Life Balance, Skill Development",Promotions
BKT Tyres,4.2,Auto Components | Bhuj +32 other locations,,
Securitas,3.8,Law Enforcement & Security | Gurugram +44 other locations,,
ZEISS India,3.7,Industrial Machinery | Bengaluru +35 other locations,,
Sarovar Hotels & Resorts,4.1,Hospitality | New Delhi +72 other locations,,
Johnson Matthey,3.8,Metals & Mining | Gurugram +23 other locations,"Work Life Balance, Salary, Company Culture","Promotions, Job Security"
Quikr,3.6,Internet | Bengaluru +24 other locations,,
TRINAMIX,4.4,IT Services & Consulting | Pune +5 other locations,,
Deloitte Digital,3.8,IT Services & Consulting | Bengaluru +28 other locations,,
RapiPay,3.6,FinTech | Noida +111 other locations,,
Yardi Systems,3.6,Software Product | Pune +3 other locations,"Job Security, Work Life Balance","Promotions, Skill Development, Salary"
InCred Finance,3.9,NBFC | Mumbai +71 other locations,"Work Life Balance, Salary",Promotions
Ministry of Defence,4.4,Government | New Delhi +75 other locations,,
Aparna Enterprises,3.9,Building Material | Hyderabad +44 other locations,Work Life Balance,Promotions
Cuemath,3.4,EdTech | Bengaluru +22 other locations,,
Mars International India,4.2,Food Processing | Hyderabad +88 other locations,"Salary, Company Culture, Work Life Balance",Promotions
QHTalbros,3.8,Auto Components | Gurugram +27 other locations,,
Poorvika Mobiles,3.9,Retail | Chennai +61 other locations,,
QUICK HEAL TECHNOLOGIES,3.6,Software Product | Pune +47 other locations,,
Gyan Dairy,4.0,Food Processing | Lucknow +45 other locations,,
Rusan Pharma,3.5,Pharma | Dehradun +25 other locations,,
LIC Housing Finance,3.9,NBFC | Mumbai +123 other locations,"Work Life Balance, Job Security",Promotions
Voltech,3.5,Electrical Equipment | Chennai +45 other locations,Skill Development,"Salary, Company Culture, Promotions"
Bluestone.com,3.3,Jewellery | Bengaluru +67 other locations,,
Nelito System,3.2,IT Services & Consulting | Mumbai +43 other locations,,
Centum Learning,3.8,Education & Training | New Delhi +82 other locations,,
Epiroc,4.0,Industrial Machinery | Bengaluru +29 other locations,"Work Life Balance, Job Security, Company Culture",Promotions
Communications Test Design,3.7,IT Services & Consulting | Bengaluru +51 other locations,,
Markets and Markets,2.7,Analytics & KPO | Pune +17 other locations,,
